transgenic_line,neurotransmitter,reporter_status,dendrite_type,layer,threshold_v_noise,threshold_i_noise,peak_v_noise,peak_i_noise,trough_v_noise,trough_i_noise,upstroke_noise,upstroke_v_noise,downstroke_noise,downstroke_v_noise,fast_trough_v_noise,fast_trough_i_noise,width_noise,upstroke_downstroke_ratio_noise,f_i_curve_slope,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,input_resistance_mohm,latency,peak_v_long_square,peak_v_ramp,peak_v_short_square,ri,sag,seal_gohm,tau,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vm_for_sag,vrest,file_name
Glutamatergic,Glutamatergic,positive,spiny,L6b,-34.5524559,76.29463959,38.47488785,75.97767639,-49.8694191,58.02231979,277.5657111,3.514508963,-69.38012862,22.55524635,-41.34542465,69.49330139,0.001023214,4.00729168,0.197222222,-43.5625,-41.76562881,-46.59375,268.824672,0.025,41.96875,42.81250191,41.40625,257.8126788,0.013316173,1.38429568,33.71371624,50,33.25,400,-36.4375,-35.87500191,-44.28125,-46.93750381,-52.95312691,-64.53125,3.862946561,4.028920216,3.952576887,-88.00000763,-65.47064972,507101551_42
Sst+,GABAergic,positive,aspiny,L5,-30.5,113.5367661,17.69577217,112.9301453,-47.92371368,99.47058868,149.1293155,-11.47702217,-72.36650883,-5.886029243,-46.19668961,110.4926453,0.001000588,2.054492616,0.065683962,-50.46875381,-53.33333588,-58.53125381,231.220416,0.04176,18.53125191,30.04166794,17.56250095,250.4687607,0.039782953,1.888996608,35.23558347,70,45.625,420,-36.15625381,-35.25000254,-37.14062691,-50.46875381,-53.44791921,-64.703125,2.299154703,2.379267977,1.913813436,-91.90625763,-64.08144379,592712536_56
Sst+,GABAergic,positive,aspiny,L5,-30.29309654,522.3001099,6.871276855,525.3095703,-47.10255051,523.364624,164.0332983,-7.172269821,-159.0642427,-11.08032513,-46.72032928,527.9296265,0.000471661,1.000762862,0.024369757,-57.93750381,-49.81250381,-58.64375305,188.574464,0.00653,17.09375191,9.125000954,14.97500095,171.3169962,0.073621385,2.48694144,12.77194251,390,195.375,552,-39.28125381,-27.09375191,-42.80625,-58.0625,-73.09375763,-75.23750305,1.218288588,0.909594874,1.274759237,-92.75000763,-73.90486145,472517038_60
Glutamatergic,Glutamatergic,positive,spiny,L4,-39.02309799,163.6684723,31.578125,162.9891357,-57.22214508,128.342392,354.516628,-10.230299,-89.86387423,11.53396702,-47.95584106,156.5760803,0.000820435,3.951966309,0.141274453,-48.53125381,-46.17708333,-51.87500229,169.609664,0.05996,32,38.97916667,36.86250229,123.9062473,0.069372654,1.842838912,20.8559734,100,117.7083282,1080,-38.21875,-35.63541667,-45.30625153,-59.25000381,-55.64583333,-78.37500458,3.824072984,3.997622242,3.830650471,-92.0625,-77.85886383,515202564_50
Sst+,GABAergic,positive,aspiny,L6b,-29.42336273,101.8779755,37.22916794,101.6041641,-47.98586273,90.83036041,285.0948849,1.081101179,-122.1532837,-0.058035713,-47.02157593,100.5208359,0.000707619,2.326571729,0.187632972,-50.18750381,-51.06250254,-57.90625254,218.831968,0.04068,45.40625381,47.0208346,40.47916794,279.0625095,0.019543016,2.14764544,45.66068719,50,36.20833333,420,-34.03125381,-34.52083588,-36.96875127,-50.18750381,-51.08333715,-61.06250254,3.03771627,3.033792441,2.626297511,-90.71875,-60.47087479,574038330_56
Glutamatergic,Glutamatergic,positive,spiny,L4,-37.34975815,236.1394196,39.72115326,235.3076935,-55.10577011,167.8557739,362.3363482,1.231971145,-93.30876665,17.46153831,-46.38702011,223.4567261,0.000825577,3.916518088,0.146842113,-45.3125,-47.36458588,-49.1953125,338.927264,0.040535,41.625,43.89583333,44.50000095,191.5623844,0.029867589,2.873901056,23.80614401,110,57.74999873,840,-36.4375,-35.83333333,-45.62500191,-54.6875,-53.4270846,-77.60156441,3.918369879,3.895202308,3.713364813,-97.78125763,-76.08911133,322723785_52
Glutamatergic,Glutamatergic,positive,spiny,L4,-36.60416794,131.0868073,36.31076431,130.8680573,-53.69878387,94.86805725,267.8749613,-4.5078125,-88.65462888,12.00173569,-43.86284637,125.7222214,0.000904306,3.0277824,0.159469707,-45.6875,-46.95833588,-47.76250229,173.447264,0.04292,37.71875,40.08333397,40.49375076,210.468635,0.052643947,1.357400832,24.6336885,70,78.79166667,780,-37.78125381,-35.37500254,-44.68125153,-48.25,-53.08333588,-77.4375061,3.237167867,3.034442175,3.607511636,-97.21875,-75.30361176,476457450_44
Pvalb+,GABAergic,positive,aspiny,L2/L3,-39.13982391,824.4257202,1.340945482,826.2254028,-57.92841721,826.4478149,267.2641355,-17.39903831,-209.0704655,-16.40393448,-57.77319336,828.7300415,0.000328533,1.278090833,0.475162549,-60.81250381,-57.52083588,-64.00000095,95.944688,0.29055,0.84375,8.08333381,5.656250477,50.31257868,0.086492077,1.204505856,4.342867841,540,532.4583333,969.999939,-36.625,-31.1770846,-45.66406536,-60.90625381,-57.71875254,-79.50781822,1.156021092,1.137908752,1.401899866,-85.90625,-78.84593201,486755781_70
Htr3a+|Vip-,GABAergic,positive,aspiny,L5,-42.83111572,31.55319214,3.771941423,31.35638237,-54.41622162,27.48936081,198.5757827,-17.37965393,-118.4249444,-14.6875,-53.26462936,30.6648941,0.000536064,1.673909763,0.4754386,-52.3125,-53.69791794,-57.56875229,457.05392,0.011025,10.78125095,14.61458429,14.76875095,429.4642508,0.032933798,1.67726336,47.30799408,10,14.45833302,92,-44.65625,-44.05208715,-45.83125229,-55.40625381,-56.01042048,-63.1812561,1.816516538,1.798190938,1.754501261,-101.125,-61.41771317,479107488_52
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-44.49456406,189.3217316,20.02065277,189.1086884,-57.90706635,161.4282684,344.1389391,-11.39375019,-121.2069009,-11.97445679,-54.72499847,180.9880371,0.000598913,2.848623992,0.331399328,-56.21875,-56.50000191,-60.56250381,170.031024,0.020895,26.5625,30.28125095,30.2083346,148.4376192,0.092905499,2.733126144,8.940080812,110,126.125,143.3333333,-42.62500381,-41.34375,-44.6875,-60.1875,-60.1875,-70.07292175,2.834438656,2.851013832,2.533165933,-85.34375,-69.4498291,439372920_47
Sst+,GABAergic,positive,aspiny,L6b,-43.82249069,283.3241272,24.71465111,283.8852539,-65.90924072,282.4163208,359.7904866,-6.685536385,-275.875522,-3.584614038,-65.75597382,284.003418,0.000414973,1.304422575,1.034281851,-68.3125,-65.27083588,-68.88021215,188.709152,0.00818,28.03125,21.75000127,31.27083429,131.7187548,0.020038454,1.123117952,9.380348587,180,182.0833333,380,-45.96875381,-37.57291921,-49.28646151,-68.40625763,-65.36458333,-72.21354548,1.29955877,1.192220164,1.289112945,-87.46875,-71.57623291,569457730_61
Sst+,GABAergic,positive,aspiny,L4,-32.33132935,316.0384521,21.1157856,316.0833435,-48.51202011,234.3669891,213.7510466,-6.516827106,-59.95969999,-4.414262772,-43.65745163,300.8589783,0.000998205,3.590133394,0.163963211,-48.87500381,-52.12500381,-55.30625305,192.516256,0.04228,25.18750191,26.3333346,29.41250114,137.812525,0.016486736,2.643021568,11.87175659,190,140.5416667,600,-33.15625381,-35.91666667,-42.21250153,-52.12500381,-56.67708715,-72.98125153,3.638775004,3.73777097,2.587479238,-87.0625,-72.51881409,560965993_59
Glutamatergic,Glutamatergic,positive,spiny,L6b,-40.83018875,228.3183899,35.81839752,226.9198151,-52.80365753,171.0259399,274.7779328,0.901533008,-86.70273643,11.45283031,-48.25884247,214.6438751,0.000958491,3.16688859,0.152449577,-52.28125381,-54.41666794,-56.46875191,165.603216,0.04634,44.40625381,47.65625381,44.20833588,170.6249565,0.082336888,1.089118848,20.09975162,110,53.83333333,680,-39.90625381,-41.38541794,-45.7552096,-55.34375,-58.90625381,-67.51562627,3.65361795,3.8278382,3.548739313,-85.93750763,-66.70053864,562965437_61
Glutamatergic,Glutamatergic,positive,spiny,L4,-34.39809799,291.3967285,26.84239197,290.7010803,-53.60461807,196.2119598,235.3953111,-4.134510994,-76.5171079,10.25951099,-45.21603394,270.5652161,0.000881304,3.073161609,0.059493674,-45.03125381,-46.71875381,-50.70312595,154.824096,0.04755,31.78125191,38.65625,37.30468941,158.1249684,0.053062633,1.36147712,14.78521739,130,95.9375,770,-35.875,-35.73437881,-48.50781536,-51.90625381,-53.68750381,-75.38281441,3.150268835,3.234457208,3.458746413,-90,-74.18266296,490263211_51
Glutamatergic,Glutamatergic,positive,spiny,L6b,-36.34027863,214,41.45225525,212.8177032,-53.66926956,167.8541718,331.9525284,-0.137586817,-100.3867578,17.75694466,-46.64583206,201.5364532,0.000853056,3.297434964,0.228257749,-50.5,-47.51041667,-55.63750229,163.486304,0.02634,43.50000381,47.11458588,47.70000229,163.9062911,0.133777648,1.493339264,14.22392314,130,123,670,-34.03125381,-33.51041794,-45.90000229,-53.125,-52.86458715,-75.68125458,3.066519683,3.399084333,3.94630015,-94.18750763,-75.37216949,509003464_46
Vip+,GABAergic,positive,aspiny,L2/L3,-36.42439651,50.22983932,27.17540359,49.53225708,-46.86996078,34.32258224,163.856559,-7.019153118,-52.79794975,6.721774101,-43.40221786,47.27016068,0.001319355,3.08105914,0.180357141,-45.3125,-45.32812786,-49.20312691,274.850656,0.0143,36.90625381,36.61718941,40.14062691,262.1875405,0.012766602,1.699929088,16.43394324,30,29.24999905,190,-39.18750381,-38.71875191,-38.14062881,-45.65625381,-46.00781441,-59.31250381,3.748012871,3.65916682,4.129441646,-84.50000763,-59.2249794,582647492_67
Sst+,GABAergic,positive,aspiny,L2/L3,-33.7578125,150.0073547,18.64200401,149.5680084,-48.95036697,126.5643387,253.1283544,-9.727022171,-108.1411648,-0.361213237,-47.44485474,146.71875,0.000622941,2.331913538,0.062923077,-52.09375,-49.59375381,-55.04687881,306.119712,0.01042,26.4375,24.0104173,30.17187595,243.5938269,0.23019594,1.130302592,14.56663002,90,114.8750025,260,-36.78125,-36.53125254,-44.87500191,-52.28125381,-50.3958346,-69.00781631,2.363736331,2.511961421,2.466903115,-96.87500763,-68.35307312,566671538_54
Vip+,GABAergic,positive,aspiny,L2/L3,-40.1428566,48.86606979,29.32291603,48.41518021,-49.48511887,40.34375,257.0641912,-7.2109375,-79.24127111,2.333705425,-48.21131134,46.20981979,0.000939762,3.24640068,0.645801149,-49.96875381,-51.17187691,-54.32292048,926.78016,0.00764,36.81250381,44.43750191,40.93750254,365.4686809,0.017415857,2.229840128,12.12637014,30,17.65625,140,-41,-42.62500191,-45.96875254,-50.78125381,-51.67187691,-64.57291921,3.500768659,3.581146539,3.490295288,-100,-63.87849808,587064346_65
Glutamatergic,Glutamatergic,positive,spiny,L6a,-40.81370163,162.0576935,41.22235489,160.8701935,-53.84294891,126.6169891,370.6502175,-5.058894157,-104.7372524,8.961538315,-48.88902283,153.8541718,0.000900256,3.558376979,0.265322581,-53.25000381,-52.97916921,-55.31771151,238.371168,0.02462,48.93750381,51.79166794,46.63541794,156.2503874,0.165597677,1.98690688,10.74101406,100,87.66666412,509.9999695,-43.21875,-42.20833715,-45.5989596,-57.00000381,-57.18750254,-75.11979548,3.977182795,4.2728851,3.926365921,-93.28125763,-74.59506989,589128331_57
Glutamatergic,Glutamatergic,positive,spiny,L5,-35.11418152,193.6274109,37.828125,192.6706696,-48.81189728,154.6274109,300.8681569,0.933894277,-72.93862505,15.79747581,-38.98136902,186.5288391,0.000965385,4.131360042,0.162010715,-41.96875,-41.85416667,-49.27344131,168.252144,0.06194,49.31250381,49.08333715,48.99218941,114.8437113,0.219908431,1.857073152,18.74735001,110,95.95833333,1080,-38.28125,-39.71875254,-45.28125191,-54.75000381,-49.46875127,-73.22656631,4.919146154,5.944259882,5.230542222,-86.59375763,-72.22274017,572827931_64
Glutamatergic,Glutamatergic,positive,spiny,L5,-38.64583206,45.26736069,32.06423569,45.09722137,-55.30902863,38.82291794,244.4331926,-12.86024284,-72.87820462,3.637152672,-50.87239456,44.46180725,0.001141667,3.357231658,0.260379058,-52.18750381,-53.57291921,-55.30469036,215.622144,0.02698,38.84375,39.91666667,39.15625095,217.8126127,0.053710736,2.044145152,23.00959983,30,26.08333333,290,-40.21875,-42.82291794,-45.13281536,-56.21875381,-56.93750254,-62.11719036,3.74014504,3.934362141,3.732925269,-85.12500763,-60.79301453,558474375_41
Pvalb+,GABAergic,positive,aspiny,L2/L3,-36.58862686,491.5488281,7.747148037,492.7173767,-53.80572128,492.9980469,224.3319662,-11.9509325,-190.4948397,-12.36972523,-53.71512985,493.664978,0.000430658,1.168738131,1.266569383,-56,-56.72917048,-59.67500229,150.128064,0.00732,13.28125,14.61458397,21.88125076,105.000034,0.009475622,1.503816576,11.85494054,350,175.375,499.9999695,-31.78125191,-33.68750064,-45.51875229,-56.0625,-56.82292048,-68.31875305,1.166796647,1.163546627,1.391205708,-79.03125,-66.73152161,574399717_69
Vip+,GABAergic,positive,aspiny,L4,-27.28125,240.7946472,24.140625,240.0148773,-42.69568634,154.9464264,159.6765021,-0.578125,-71.64063291,5.985118866,-35.9709816,230.7410736,0.000901429,2.146483771,0.005158265,-48.28125381,-43.62500127,-53.22321701,189.438848,0.0094,33.68750381,33.6875,40.86160823,165.7813638,0.038646281,2.173252864,12.07803553,150,158.5833333,350,-42.5,-30.39583588,-44.37946701,-49.34375381,-43.70833588,-67.45089504,2.808808833,2.211781302,2.968894601,-84.50000763,-67.05918884,575782162_64
Glutamatergic,Glutamatergic,positive,spiny,L4,-43.85021591,46.66810226,38.34375,46.65517426,-58.22844696,35.29310226,341.5968666,-3.059267282,-98.70706844,12.37068939,-52.31357574,45.49568939,0.000888448,3.461287064,0.288888899,-52.34375381,-49.98958333,-54.07812754,199.441536,0.03281,36.125,39.22916794,26.62500095,242.8124249,0.029357988,1.067503488,28.89382548,30.00000191,38.95833333,410,-43.28125381,-39.98958588,-44.19271088,-58.18750381,-55.16667048,-68.17187881,3.453035612,3.649723209,2.964148645,-94.09375763,-67.49119568,490172112_39
Glutamatergic,Glutamatergic,positive,spiny,L5,-37.10641861,370.2026978,21.85641861,369.6790466,-52.58868408,260.0946045,168.3733146,-5.163006783,-65.46269645,5.05405426,-46.33868408,351.5135193,0.000995811,2.560523429,0.087722125,-48.53125381,-48.14583588,-53.74375229,135.84384,0.028495,23.50000191,20.3645846,25.94375114,121.6346473,0.005994102,2.127970944,25.79001161,200,198.8333282,830,-36.59375,-32.37500127,-47.66250153,-52.53125381,-52.56250254,-68.33125153,2.446216143,1.924111154,2.872206214,-80.53125763,-68.02027893,490916919_60
Glutamatergic,Glutamatergic,positive,spiny,L4,-37.62708282,248.8833313,31.12395859,249.0583344,-53.546875,174.9750061,292.0137529,-1.998958349,-76.38393966,15.52395821,-46.34479141,240.1166687,0.000905333,3.874801598,0.11232666,-46.21875381,-40.85416794,-52.83854485,152.592768,0.05356,31.28125191,10.19791667,37.46875191,168.281287,0.057390586,3.618418944,24.35058888,90,143.2916667,690,-34.21875,-22.84375064,-47.19791857,-52.90625381,-45.2395846,-73.15625254,3.435799138,1.559923088,3.870173226,-91.31250763,-72.42537689,486198953_56
Htr3a+|Vip-,GABAergic,positive,aspiny,L4,-44.18732071,543.7502441,16.65417862,545.3271484,-64.40311432,545.4261475,344.7367093,-10.37979412,-244.8792715,-11.98857689,-64.22241974,546.9827271,0.000387169,1.409315043,0.839285974,-67.8125,-61.52083333,-68.578125,127.13072,0.006135,23.5625,14.08333333,27.84375143,97.65625,0.020350557,1.205601664,5.94965949,370,397.7083333,570,-47.03125,-33.53125127,-48.28125,-67.90625,-61.65625254,-80.67187691,1.437991024,1.139357109,1.417288084,-90.9375,-79.85688782,397243949_61
Sst+,GABAergic,positive,aspiny,L6b,-32.61446762,185.1502838,32.57338333,184.29776,-54.47472,172.8286591,290.9317151,1.901334286,-170.1113439,7.490168571,-53.85287857,181.1193848,0.000559551,1.706628696,0.413072845,-55.78125381,-55.25000254,-58.68750286,239.997968,0.03666,37.15625,35.9375,40.23437786,179.374963,0.180150211,1.325953024,18.46734999,110,102.2083333,670,-35.78125381,-32.3645846,-44.29687595,-55.87500381,-55.31250127,-75.28125381,1.807855402,1.703272953,1.898182943,-93.96875763,-74.30641174,583719952_82
Sst+,GABAergic,positive,aspiny,L5,-32.35533524,191.4682922,31.14801788,191.567688,-57.88628006,188.6262207,290.8090669,3.025457382,-192.3590595,1.739024401,-57.58460236,190.5030518,0.000529634,1.510681721,0.734448891,-59.78125381,-56.51042048,-61.01250381,205.585184,0.024905,32.875,26.88541794,37.85000076,165.8035666,0.114712544,1.013483008,10.87097893,120.0000076,135.0833308,610,-32.3125,-24.78125127,-37.92500305,-59.93750381,-56.68750254,-73.67500458,1.500611803,1.366578758,1.617939408,-90.90625763,-73.29464722,475580568_44
Sst+,GABAergic,positive,aspiny,L2/L3,-33.50450897,106.4742279,15.46262932,106.4278336,-51.52512741,100.8634033,239.8333987,-6.157538891,-176.1808523,-9.340528488,-50.84310532,106.271904,0.00045067,1.357223578,0.469476744,-53.53125,-53.56250381,-56.98125381,221.217648,0.03555,20.65625,24.17708333,25.40625114,230.0000489,0.020030202,1.157938304,21.76769624,70,56.83333206,900,-36.00000381,-34.78125127,-41.34375153,-53.96875381,-53.84375381,-65.73125458,1.484301586,1.465336129,1.512706286,-89.71875,-64.28223419,475068599_47
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-40.96154022,298.8485718,20.88641739,299.2980652,-57.49639511,243.0384674,286.1552013,-7.451922894,-116.1352087,-6.6875,-52.93299103,294.6394348,0.000623654,2.475771325,0.166013072,-53.53125,-50.57291921,-63.5875,159.413728,0.078695,22.65625,14.1979173,16.87500019,144.6875781,0.049432039,1.924492672,8.417098796,130,155.3333333,600,-38.84375,-32.18750064,-40.43125,-59.09375,-53.88541921,-77.03750153,2.303219864,2.606565105,2.219238486,-92.6875,-75.72641754,477278032_48
Pvalb+,GABAergic,positive,aspiny,L6a,-35.76313782,127.227272,33.71733093,126.9176102,-53.87286758,105.7798309,334.2053664,2.62109375,-119.5108621,11.11967373,-50.94708633,124.4715881,0.000648864,2.801501523,0.300757576,-52.50000381,-52.05208588,-57.04375381,251.2776,0.04886,31.46875191,31.6041673,37.30625229,256.249994,0.057549957,1.47314624,14.77596179,70,58.29166667,380,-33.1875,-33.61458715,-39.68750153,-56.90625381,-57.36458715,-68.40000305,2.707687275,2.812900553,2.387709629,-95.53125763,-67.74913025,554443833_44
Pvalb+,GABAergic,positive,aspiny,L2/L3,-39.22367096,295.272644,21.60925102,295.455719,-54.78395844,288.9945984,337.5382985,-6.921505928,-211.4504431,-0.268331707,-54.41215515,294.3553162,0.00041315,1.596131707,0.744476749,-54.96875381,-52.17708715,-55.49375305,181.530896,0.01756,25.84375,18.4166673,31.15625076,120.6249967,0.01761928,2.126902912,7.36904719,180,206,600,-37.78125381,-33.23958588,-43.57500305,-55.15625381,-52.42708588,-77.10625153,1.567972576,1.463224308,1.586733126,-89.65625763,-76.74124146,585841870_53
Glutamatergic,Glutamatergic,positive,spiny,L5,-34.98150635,582.0331421,32.86543274,578.505127,-51.00701523,436.4081726,285.10839,0.59438777,-77.09437502,14.12244892,-46.4508934,546.1811523,0.000920816,3.714569525,0.080208325,-46.59375,-48.79166667,-52.40625191,133.24008,0.04376,35.5,37.53125127,41.39062691,94.37507391,0.046843294,2.0660032,15.59614822,290,134.4583333,1040,-33.78125381,-33.80208588,-45.44531441,-50.5,-56.23958588,-69.21093941,3.544246864,3.387342553,3.765874063,-79.125,-68.62188721,471129934_62
Pvalb+,GABAergic,positive,aspiny,L4,-41.33597946,366.2829895,18.8772583,366.7524719,-58.24356461,367.3409119,295.53591,-7.070338249,-238.268184,-6.351930618,-58.12630081,367.3038025,0.000418664,1.243504551,1.500559577,-55,-52.43750381,-60.73125305,299.06048,0.02072,13.87500095,11.32812548,25.41875038,132.499963,0.031159448,2.09630656,5.925446886,230,221.8124924,520,-31.1875,-29.546875,-46.73750153,-55.125,-52.50000381,-80.97500305,1.091180091,1.071233397,1.361505511,-94.65625,-80.30430603,567901050_61
Glutamatergic,Glutamatergic,positive,spiny,L5,-35.43800354,281.6028137,29.62449646,279.5221863,-52.28225708,216.3669281,212.0842477,0.346774191,-56.94940455,11.60181427,-47.30443573,261.3447571,0.001228387,3.675975655,0.194791678,-48.03125,-46.90625381,-53.40000153,191.759936,0.0396,34.15625,34.77083588,43.0875,177.9687554,0.022963641,2.652618752,18.15173423,130,66.66666667,830,-36.375,-33.27083333,-47.24375229,-50.90625381,-54.29166921,-77.42500305,3.726996104,3.665446728,4.79440877,-95.28125763,-77.02668762,487445455_54
Glutamatergic,Glutamatergic,positive,spiny,L5,-38.91145706,306.515625,39.65104294,307.265625,-56.12760544,206.5104218,392.6362733,0.455729157,-103.9676437,16.27604103,-46.61979294,300.5260315,0.00075,3.788875955,0.03478261,-47.3125,-48.85416794,-50.73750229,114.36252,0.050415,44.5,47.31250127,47.21875229,132.1428567,0.082345188,2.242261504,15.43219449,130,94.04166921,880,-36.28125,-39.06250254,-46.32500305,-54.34375381,-58.62500381,-73.11250458,4.03217087,3.968073413,4.480384174,-87.75,-72.10011292,486025194_50
Glutamatergic,Glutamatergic,positive,spiny,L4,-32.7008934,176.0165863,34.05038452,174.5306091,-47.19738388,137.4693909,192.9940162,2.650191307,-63.76168517,14.29209137,-40.12308502,165.5599518,0.001130612,3.041289672,0.284614243,-47.00000381,-46.4375,-51.02083524,461.426208,0.02402,38.75,40.609375,44.35937627,351.0938287,0.073956214,2.445953024,24.00172453,70,36.4375,340,-34.18750381,-36.09375191,-45.38541857,-49.15625381,-54.17187691,-69.46354548,2.976502882,3.735705905,4.582405801,-100.2187576,-68.21975708,584635215_61
